time,count
2012-12-29 11:20:48,2699
2012-12-29 11:41:05,4974
2012-12-29 11:52:31,652
2012-12-29 12:00:29,978
2012-12-29 12:12:39,115
2012-12-29 12:22:29,2706
2012-12-29 12:42:46,617
2012-12-29 12:46:58,918
2012-12-29 13:07:11,588
2012-12-29 13:42:47,5448
2012-12-29 13:56:25,464
2012-12-29 13:57:12,1181
2012-12-29 14:00:25,1416
2012-12-29 14:04:49,28
2012-12-29 14:05:25,185
2012-12-29 14:09:35,584
2012-12-29 14:13:38,975
2012-12-29 14:16:02,613
2012-12-29 14:24:20,883
2012-12-29 14:47:43,257
2012-12-29 14:48:31,1653
2012-12-29 14:51:33,769
2012-12-29 15:05:50,3277
2012-12-29 15:06:53,504
2012-12-29 15:20:26,54
2012-12-29 15:41:17,380
2012-12-29 15:44:03,126
2012-12-29 15:59:33,872
2012-12-29 16:04:18,114
2012-12-29 16:05:08,208
2012-12-29 16:12:33,160
2012-12-29 16:13:36,1043
2012-12-29 16:24:02,180
2012-12-29 16:27:09,1168
2012-12-29 16:27:22,1276
2012-12-29 16:30:11,1898
2012-12-29 16:34:04,996
2012-12-29 16:55:08,686
2012-12-29 16:55:49,377
2012-12-29 17:10:17,150
2012-12-29 17:18:15,101
2012-12-29 17:35:09,4759
2012-12-29 17:40:15,2949
2012-12-29 17:57:05,429
2012-12-29 18:11:46,2102
2012-12-29 18:28:15,212
2012-12-29 18:29:21,264
2012-12-29 18:44:43,2112
2012-12-29 18:48:28,56
2012-12-29 19:13:56,562
2012-12-29 19:18:54,35
2012-12-29 19:25:30,478
2012-12-29 19:41:52,590
2012-12-29 19:46:48,1346
2012-12-29 20:09:01,395
2012-12-29 20:50:19,182
2012-12-29 20:53:00,566
2012-12-29 21:03:23,1296
2012-12-29 21:35:20,811
2012-12-29 21:56:08,427
2012-12-29 21:58:12,768
2012-12-29 22:08:35,826
2012-12-29 22:34:31,768
2012-12-29 22:54:27,441
2012-12-29 23:06:57,539
2012-12-29 23:33:38,106
2012-12-29 23:54:09,347
2012-12-29 23:57:49,827
2012-12-29 23:58:31,484
2012-12-30 00:04:20,4791
2012-12-30 00:45:21,60
2012-12-30 00:46:27,2578
2012-12-30 01:28:02,457
2012-12-30 01:48:55,3252
2012-12-30 01:59:11,2659
2012-12-30 02:03:19,1060
2012-12-30 02:13:41,9951
2012-12-30 02:17:36,264
2012-12-30 02:22:56,722
2012-12-30 03:06:36,174
2012-12-30 03:10:37,276
2012-12-30 03:28:31,3464
2012-12-30 03:29:04,187
2012-12-30 05:02:29,251
2012-12-30 05:06:04,1398
2012-12-30 05:07:25,1364
2012-12-30 05:08:01,1180
2012-12-30 05:37:50,431
2012-12-30 05:44:03,284
2012-12-30 06:16:26,259
2012-12-30 07:15:03,214
2012-12-30 07:20:56,4805
2012-12-30 07:51:55,109
2012-12-30 08:21:41,36
2012-12-30 08:39:17,249
2012-12-30 09:43:03,2099
2012-12-30 09:50:13,323
2012-12-30 09:50:21,58
2012-12-30 09:57:55,86
2012-12-30 10:05:32,663
2012-12-30 10:19:27,1074
2012-12-30 10:19:49,320
2012-12-30 10:25:20,2085
2012-12-30 10:35:37,114
2012-12-30 10:53:37,8203
2012-12-30 11:02:55,520
2012-12-30 11:04:22,435
2012-12-30 11:05:27,1673
2012-12-30 11:09:39,525
2012-12-30 11:40:37,383
2012-12-30 11:54:21,2424
2012-12-30 12:15:10,7608
2012-12-30 12:57:58,205
2012-12-30 13:11:03,263
2012-12-30 13:19:37,239
2012-12-30 13:45:10,173
2012-12-30 13:46:39,166
2012-12-30 13:59:34,1240
2012-12-30 14:01:44,524
2012-12-30 14:23:24,1570
2012-12-30 14:54:18,698
2012-12-30 15:06:15,439
2012-12-30 15:34:59,1870
2012-12-30 15:36:35,865
2012-12-30 15:47:26,1637
2012-12-30 15:56:17,591
2012-12-30 16:30:51,1488
2012-12-30 16:54:00,60
2012-12-30 17:02:11,2043
2012-12-30 17:25:12,1774
2012-12-30 17:27:39,1934
2012-12-30 17:45:36,1750
2012-12-30 18:28:49,267
2012-12-30 18:30:49,667
2012-12-30 19:00:49,2941
2012-12-30 19:34:58,1897
2012-12-30 19:46:00,1461
2012-12-30 20:09:08,346
2012-12-30 20:36:48,551
2012-12-30 20:41:37,1
2012-12-30 20:49:14,817
2012-12-30 21:46:58,5051
2012-12-30 22:49:55,865
2012-12-30 22:56:46,414
2012-12-30 23:03:51,888
2012-12-30 23:06:47,1571
2012-12-30 23:15:36,362
2012-12-30 23:25:14,5292
2012-12-31 00:12:49,252
2012-12-31 00:13:56,110
2012-12-31 00:17:50,1104
2012-12-31 00:50:40,2622
2012-12-31 00:51:26,1032
2012-12-31 01:05:20,1982
2012-12-31 01:16:10,143
2012-12-31 01:56:56,743
2012-12-31 02:03:27,115
2012-12-31 02:47:39,418
2012-12-31 02:53:28,707
2012-12-31 02:53:38,1451
2012-12-31 03:03:18,321
2012-12-31 03:07:40,860
2012-12-31 03:36:02,455
2012-12-31 03:37:13,281
2012-12-31 03:40:34,470
2012-12-31 04:02:46,441
2012-12-31 04:57:12,279
2012-12-31 05:08:48,970
2012-12-31 05:39:55,137
2012-12-31 06:50:31,1095
2012-12-31 06:56:07,2084
2012-12-31 06:56:54,2652
2012-12-31 06:57:35,462
2012-12-31 07:26:22,1690
2012-12-31 07:27:35,56
2012-12-31 07:47:01,140
2012-12-31 08:02:42,1201
2012-12-31 08:05:13,688
2012-12-31 08:15:40,232
2012-12-31 08:24:02,592
2012-12-31 08:36:00,1469
2012-12-31 09:15:48,331
2012-12-31 10:07:03,831
2012-12-31 10:13:55,74
2012-12-31 10:14:32,254
2012-12-31 10:37:38,102
2012-12-31 10:38:13,852
2012-12-31 11:00:12,621
2012-12-31 11:15:54,192
2012-12-31 11:26:22,374
2012-12-31 11:36:28,1449
2012-12-31 12:23:02,2174
2012-12-31 13:05:53,128
2012-12-31 13:24:23,645
2012-12-31 13:26:52,118
2012-12-31 13:44:54,360
2012-12-31 13:55:07,1482
2012-12-31 13:57:27,290
2012-12-31 14:11:46,2178
2012-12-31 14:36:06,1472
2012-12-31 14:43:31,103
2012-12-31 14:44:20,363
2012-12-31 14:45:47,1278
2012-12-31 14:59:28,1953
2012-12-31 15:01:22,1788
2012-12-31 15:09:20,509
2012-12-31 15:18:50,426
2012-12-31 15:18:52,1503
2012-12-31 15:42:00,576
2012-12-31 15:44:42,2005
2012-12-31 15:49:14,271
2012-12-31 15:53:31,655
2012-12-31 15:54:17,2776
2012-12-31 15:55:33,1633
2012-12-31 16:03:28,347
2012-12-31 16:11:36,1215
2012-12-31 16:13:18,366
2012-12-31 16:17:42,660
2012-12-31 17:02:10,148
2012-12-31 17:04:40,981
2012-12-31 17:10:24,127
2012-12-31 17:12:57,198
2012-12-31 17:36:42,2255
2012-12-31 17:51:09,2470
2012-12-31 17:53:25,3576
2012-12-31 18:03:39,415
2012-12-31 18:10:06,3853
2012-12-31 18:24:58,644
2012-12-31 18:32:19,1856
2012-12-31 18:39:33,784
2012-12-31 18:42:23,369
2012-12-31 19:16:19,6484
2012-12-31 19:45:34,272
2012-12-31 20:02:04,541
2012-12-31 20:15:50,10231
2012-12-31 20:18:05,1467
2012-12-31 20:30:23,222
2012-12-31 20:34:41,464
2012-12-31 20:40:31,1236
2012-12-31 21:11:51,546
2012-12-31 21:18:11,131
2012-12-31 21:47:23,2776
2012-12-31 21:49:07,386
2012-12-31 21:58:41,1863
2012-12-31 22:20:26,386
2012-12-31 22:20:30,275
2012-12-31 23:00:30,1393
2012-12-31 23:12:34,1180
2012-12-31 23:26:24,715
2013-01-01 00:39:33,475
2013-01-01 00:46:20,6865
2013-01-01 00:55:32,408
2013-01-01 01:21:33,1101
2013-01-01 04:36:12,15
2013-01-01 05:31:04,222
2013-01-01 05:42:32,31
2013-01-01 05:53:25,745
2013-01-01 06:22:41,1439
2013-01-01 07:41:46,105
2013-01-01 08:19:30,124
2013-01-01 08:52:20,3450
2013-01-01 09:06:16,1141
2013-01-01 09:54:37,661
2013-01-01 10:36:53,136
2013-01-01 11:32:03,3659
2013-01-01 11:36:40,487
2013-01-01 12:05:59,2221
2013-01-01 12:29:40,482
2013-01-01 13:07:33,603
2013-01-01 13:35:54,222
2013-01-01 13:41:14,1488
2013-01-01 13:52:50,439
2013-01-01 13:55:07,1115
2013-01-01 14:08:25,393
2013-01-01 14:43:30,407
2013-01-01 14:59:31,1205
2013-01-01 14:59:32,1318
2013-01-01 15:06:14,3282
2013-01-01 15:38:07,1969
2013-01-01 15:47:57,259
2013-01-01 16:23:03,4534
2013-01-01 17:10:27,1369
2013-01-01 17:17:47,944
2013-01-01 17:20:06,933
2013-01-01 18:34:24,919
2013-01-01 18:44:40,739
2013-01-01 18:51:00,1733
2013-01-01 19:28:09,1985
2013-01-01 19:38:30,386
2013-01-01 19:45:46,4974
2013-01-01 20:06:11,2198
2013-01-01 21:08:13,259
2013-01-01 21:11:09,251
2013-01-01 22:04:31,1290
2013-01-01 22:35:12,616
2013-01-01 22:35:28,499
2013-01-01 22:45:19,1143
2013-01-01 23:11:39,632
2013-01-02 00:14:39,794
2013-01-02 00:53:00,1726
2013-01-02 00:54:32,612
2013-01-02 01:30:05,665
2013-01-02 02:28:44,628
2013-01-02 03:56:00,1373
2013-01-02 04:49:50,1680
2013-01-02 05:07:35,408
2013-01-02 05:37:39,114
2013-01-02 05:57:43,452
2013-01-02 06:55:45,1227
2013-01-02 07:30:58,583
2013-01-02 07:38:17,120
2013-01-02 07:57:15,467
2013-01-02 08:00:59,847
2013-01-02 08:11:08,8798
2013-01-02 08:21:29,467
2013-01-02 08:32:34,1085
2013-01-02 08:35:51,157
2013-01-02 08:48:06,261
2013-01-02 08:51:03,1786
2013-01-02 08:59:33,714
2013-01-02 09:02:20,40
2013-01-02 09:14:24,2463
2013-01-02 09:14:31,555
2013-01-02 09:21:30,231
2013-01-02 09:22:48,1026
2013-01-02 09:25:35,217
2013-01-02 09:27:11,203
2013-01-02 09:29:36,294
2013-01-02 09:42:44,767
2013-01-02 09:47:38,1097
2013-01-02 09:49:42,145
2013-01-02 09:55:31,273
2013-01-02 10:05:29,236
2013-01-02 10:14:29,483
2013-01-02 10:21:32,483
2013-01-02 10:27:18,444
2013-01-02 10:29:09,591
2013-01-02 10:53:34,2231
2013-01-02 11:18:11,209
2013-01-02 11:24:31,240
2013-01-02 12:09:17,484
2013-01-02 12:23:51,253
2013-01-02 12:26:37,2156
2013-01-02 12:35:31,501
2013-01-02 12:44:52,2255
2013-01-02 12:58:51,886
2013-01-02 13:02:01,890
2013-01-02 13:08:10,195
2013-01-02 13:23:43,957
2013-01-02 13:29:11,434
2013-01-02 13:33:13,864
2013-01-02 13:33:22,729
2013-01-02 13:44:07,3342
2013-01-02 13:48:47,15
2013-01-02 14:02:03,383
2013-01-02 14:07:38,1707
2013-01-02 14:08:10,508
2013-01-02 14:12:52,845
2013-01-02 14:18:43,1619
2013-01-02 14:25:05,34
2013-01-02 14:33:54,166
2013-01-02 14:39:39,180
2013-01-02 14:55:36,332
2013-01-02 15:00:26,585
2013-01-02 15:01:41,333
2013-01-02 15:07:53,594
2013-01-02 15:13:07,1108
2013-01-02 15:26:03,350
2013-01-02 15:26:40,8366
2013-01-02 15:42:11,892
2013-01-02 15:51:36,492
2013-01-02 15:55:56,26
2013-01-02 15:59:15,68
2013-01-02 15:59:59,1991
2013-01-02 16:00:31,1117
2013-01-02 16:00:41,135
2013-01-02 16:08:12,216
2013-01-02 16:15:47,137
2013-01-02 16:29:49,193
2013-01-02 16:50:41,258
2013-01-02 17:05:34,475
2013-01-02 17:07:47,383
2013-01-02 17:25:29,525
2013-01-02 17:25:32,355
2013-01-02 17:39:46,670
2013-01-02 18:07:02,130
2013-01-02 18:47:24,3207
2013-01-02 18:53:08,509
2013-01-02 19:01:37,190
2013-01-02 19:10:50,90
2013-01-02 19:18:11,568
2013-01-02 19:22:20,6949
2013-01-02 19:54:42,680
2013-01-02 20:25:59,29
2013-01-02 20:26:21,680
2013-01-02 20:33:39,209
2013-01-02 20:58:07,299
2013-01-02 21:19:27,88
2013-01-02 21:23:02,493
2013-01-02 21:43:26,2609
2013-01-02 21:47:11,1605
2013-01-02 22:09:52,147
2013-01-02 22:47:15,1362
2013-01-03 00:06:12,1633
2013-01-03 00:23:06,128
2013-01-03 00:24:21,128
2013-01-03 00:49:43,109
2013-01-03 01:16:20,163
2013-01-03 01:35:14,217
2013-01-03 04:18:50,1044
2013-01-03 04:25:14,713
2013-01-03 04:27:20,40
2013-01-03 05:17:26,941
2013-01-03 06:56:31,497
2013-01-03 06:57:34,158
2013-01-03 08:22:43,2139
2013-01-03 08:23:26,1004
2013-01-03 08:36:59,589
2013-01-03 09:12:42,987
2013-01-03 09:57:01,459
2013-01-03 10:10:20,1770
2013-01-03 10:11:05,814
2013-01-03 10:26:53,255
2013-01-03 11:06:49,683
2013-01-03 11:27:55,204
2013-01-03 11:50:09,1589
2013-01-03 12:57:47,282
2013-01-03 13:01:43,992
2013-01-03 13:14:17,113
2013-01-03 13:16:06,1030
2013-01-03 13:16:23,1808
2013-01-03 13:35:31,134
2013-01-03 13:46:00,414
2013-01-03 13:56:26,574
2013-01-03 13:56:38,131
2013-01-03 14:15:07,280
2013-01-03 14:54:58,1359
2013-01-03 15:10:55,727
2013-01-03 15:27:12,580
2013-01-03 16:10:49,217
2013-01-03 16:15:20,296
2013-01-03 16:29:47,2341
2013-01-03 16:40:51,345
2013-01-03 16:48:50,40
2013-01-03 17:02:52,4028
2013-01-03 17:08:29,498
2013-01-03 18:21:24,88
2013-01-03 18:36:49,928
2013-01-03 19:37:42,248
2013-01-03 20:14:47,2704
2013-01-03 20:29:53,2583
2013-01-03 21:52:21,124
2013-01-03 22:19:42,2601
2013-01-03 22:21:12,363
2013-01-03 23:23:51,70
2013-01-04 00:31:32,105
2013-01-04 00:48:00,344
2013-01-04 00:56:39,876
2013-01-04 01:25:00,129
2013-01-04 01:38:44,728
2013-01-04 01:58:11,452
2013-01-04 03:16:25,361
2013-01-04 03:54:28,563
2013-01-04 05:16:52,859
2013-01-04 05:28:56,407
2013-01-04 05:29:18,249
2013-01-04 07:52:46,774
2013-01-04 09:00:25,3218
2013-01-04 09:10:52,392
2013-01-04 09:11:44,449
2013-01-04 10:16:53,1427
2013-01-04 10:25:16,44
2013-01-04 10:37:04,368
2013-01-04 10:38:23,368
2013-01-04 10:48:54,786
2013-01-04 10:56:38,4073
2013-01-04 11:20:59,313
2013-01-04 12:05:34,1510
2013-01-04 12:32:10,577
2013-01-04 12:35:51,11
2013-01-04 13:45:44,420
2013-01-04 15:16:43,347
2013-01-04 15:48:32,101
2013-01-04 15:54:38,1083
2013-01-04 16:17:36,1428
2013-01-04 16:25:44,635
2013-01-04 16:28:50,2548
2013-01-04 17:06:00,168
2013-01-04 17:38:01,335
2013-01-04 19:05:15,493
2013-01-04 20:23:55,190
2013-01-05 00:38:44,192
2013-01-05 01:14:16,940
2013-01-05 02:01:37,161
2013-01-05 07:49:34,522
2013-01-05 10:22:52,43
2013-01-05 12:32:06,51
2013-01-05 13:03:54,555
2013-01-05 13:09:40,292
2013-01-05 13:18:29,483
2013-01-05 13:56:33,385
2013-01-05 14:52:22,122
2013-01-05 15:39:41,557
2013-01-05 16:27:24,445
2013-01-05 16:44:04,233
2013-01-05 17:37:42,236
2013-01-05 20:52:00,362
2013-01-05 20:53:38,1604
2013-01-05 22:52:34,630
2013-01-05 23:24:02,208
2013-01-05 23:33:24,98
2013-01-06 00:48:58,49
2013-01-06 01:20:49,403
2013-01-06 01:42:50,537
2013-01-06 01:45:06,811
2013-01-06 03:28:15,1155
2013-01-06 03:58:27,405
2013-01-06 04:58:36,2899
2013-01-06 10:55:36,226
2013-01-06 10:57:38,450
2013-01-06 11:07:02,572
2013-01-06 13:09:22,537
2013-01-06 13:16:13,877
2013-01-06 14:21:55,904
2013-01-06 16:04:26,3854
2013-01-06 16:22:23,419
2013-01-06 16:30:04,1488
2013-01-06 20:12:02,60
2013-01-06 20:13:16,1058
2013-01-06 20:46:06,131
2013-01-06 20:59:13,903
2013-01-06 21:48:37,727
2013-01-06 22:36:59,412
2013-01-07 00:13:21,740
2013-01-07 00:51:01,62
2013-01-07 01:20:58,61
2013-01-07 01:37:22,151
2013-01-07 01:46:05,213
2013-01-07 01:55:54,1068
2013-01-07 02:33:16,643
2013-01-07 02:36:08,1015
2013-01-07 03:41:07,428
2013-01-07 03:53:33,686
2013-01-07 05:26:28,27
2013-01-07 06:45:07,2801
2013-01-07 07:13:05,1489
2013-01-07 08:09:28,291
2013-01-07 08:48:36,65
2013-01-07 08:59:02,111
2013-01-07 08:59:57,631
2013-01-07 08:59:58,696
2013-01-07 09:13:13,1315
2013-01-07 09:40:33,121
2013-01-07 09:54:46,1120
2013-01-07 10:24:24,442
2013-01-07 11:35:58,1044
2013-01-07 11:39:00,2179
2013-01-07 11:57:32,285
2013-01-07 12:22:27,102
2013-01-07 13:31:57,945
2013-01-07 14:14:02,546
2013-01-07 14:28:18,926
2013-01-07 14:34:32,183
2013-01-07 14:48:15,231
2013-01-07 16:00:36,368
2013-01-07 16:30:33,1229
2013-01-07 16:42:31,39
2013-01-07 17:28:32,742
2013-01-07 18:37:04,773
2013-01-07 19:04:22,334
2013-01-07 19:31:48,132
2013-01-07 19:33:10,436
2013-01-07 19:40:29,416
2013-01-07 22:17:29,696
2013-01-07 22:43:56,398
2013-01-07 23:54:23,1562
2013-01-08 00:38:00,75
2013-01-08 03:43:53,60
2013-01-08 08:19:16,199
2013-01-08 08:28:16,311
2013-01-08 08:47:14,26
2013-01-08 10:21:20,309
2013-01-08 11:22:22,172
2013-01-08 12:46:22,47
2013-01-08 13:27:54,102
2013-01-08 14:13:01,125
2013-01-08 14:59:02,95
2013-01-08 15:54:15,725
2013-01-08 16:00:36,1129
2013-01-08 17:57:55,454
2013-01-08 18:12:50,699
2013-01-08 19:23:22,160
2013-01-08 21:05:45,136
2013-01-08 21:58:39,1157
2013-01-08 22:37:09,122
2013-01-09 00:47:44,357
2013-01-09 01:24:07,354
2013-01-09 02:22:20,149
2013-01-09 02:37:28,54
2013-01-09 02:50:20,716
2013-01-09 03:12:46,180
2013-01-09 04:04:47,293
2013-01-09 05:27:04,684
2013-01-09 07:27:29,176
2013-01-09 08:04:37,14
2013-01-09 08:29:06,122
2013-01-09 12:21:38,249
2013-01-09 13:10:47,1277
2013-01-09 14:06:29,262
2013-01-09 14:47:18,468
2013-01-09 15:41:28,522
2013-01-09 16:03:52,109
2013-01-09 16:13:51,48
2013-01-09 16:18:37,699
2013-01-09 16:26:44,935
2013-01-09 16:39:08,537
2013-01-09 17:37:04,62
2013-01-09 18:18:16,87
2013-01-09 18:42:15,237
2013-01-09 21:48:02,1299
2013-01-10 00:02:31,1005
2013-01-10 02:49:15,611
2013-01-10 03:15:17,802
2013-01-10 07:59:21,56
2013-01-10 10:00:00,1756
2013-01-10 12:39:25,59
2013-01-10 12:41:05,381
2013-01-10 12:44:06,211
2013-01-10 13:22:46,147
2013-01-10 13:53:15,909
2013-01-10 14:25:27,352
2013-01-10 14:45:47,95
2013-01-10 20:59:33,399
2013-01-10 21:00:30,503
2013-01-10 23:58:04,80
2013-01-11 01:18:30,811
2013-01-11 05:25:53,309
2013-01-11 07:03:24,2252
2013-01-11 07:54:00,19
2013-01-11 08:11:06,715
2013-01-11 14:05:27,293
2013-01-11 16:55:19,366
2013-01-11 17:57:27,2136
2013-01-11 19:02:46,111
2013-01-11 21:10:08,180
2013-01-12 01:18:00,41
2013-01-12 02:21:34,17
2013-01-12 21:14:55,88
2013-01-12 21:26:08,210
2013-01-12 23:30:19,18
2013-01-13 01:23:30,28
2013-01-14 05:18:06,171
2013-01-14 18:30:40,117
2013-01-15 14:40:10,945
2013-01-15 17:43:55,266
2013-01-17 06:15:25,502
2013-01-17 18:56:05,335
2013-01-18 00:57:26,1065
2013-01-18 10:36:41,563
2013-01-21 04:20:58,192
2013-01-24 08:25:50,134
2013-01-24 15:20:04,101
2013-01-26 05:53:53,388
2013-02-01 08:30:19,225
2013-02-02 23:13:18,154
2013-02-04 07:57:07,3714
2013-02-04 10:30:37,166
